SEQID,AGEG5LFS,GENDER_R,U01b000A,AS_Numeric_Encoding,U01b000S,U01b000T,PVLIT1,PVNUM1
2514,40-44,Female,40,"1,6,10,7,11,8,14,1,13,18,1,6,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,139305,301.22096,289.11994
2515,35-39,Female,46,"1,15,16,15,16,1,2,12,14,6,10,7,11,8,14,1,13,6,10,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,14,12,1,3,9",1,396562,257.38064,233.75022
2518,50-54,Female,12,"1,12,4,2,4,2,4,2,4,2,1,5,3,9",0,115872,272.04883,245.11152
2519,25-29,Female,49,"15,16,1,2,12,14,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,4,1,5,3,4,1,5,3,9",1,178795,290.02647,261.39031
2522,25-29,Male,64,"6,10,7,11,8,1,7,11,8,13,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,6,10,1,21,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,9",1,229837,362.4449,345.32957
2523,40-44,Female,33,"6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,4,1,5,3,2,4,1,5,3,9",1,74060,328.00488,284.99427
2529,45-49,Female,46,"1,2,12,1,12,1,14,1,6,1,6,10,1,14,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,146029,342.36815,283.64005
2535,45-49,Male,0,9,0,18197,235.21704,212.21711
2538,50-54,Female,3,"2,1,9",0,23263,264.08146,198.22395
2539,30-34,Female,129,"2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,2,1,2,4,2,1,5,3,1,2,4,2,1,5,3,1,4,2,1,5,3,2,4,1,5,3,1,4,1,5,3,1,12,6,24,2,1,4,1,5,3,4,2,1,5,3,1,2,4,1,5,3,4,1,5,3,4,1,5,3,2,4,1,5,3,12,1,2,4,2,1,5,3,1,2,4,1,5,3,2,1,2,9",1,388517,252.42328,247.49935
2545,40-44,Female,34,"2,1,12,19,7,8,7,8,6,7,8,6,7,8,6,7,8,10,7,8,7,8,14,1,14,12,14,9",0,122973,238.06404,223.3433
2547,35-39,Female,52,"1,6,10,1,7,11,8,13,1,2,4,2,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,9",1,168673,312.38258,280.70571
2548,50-54,Female,20,"4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,61019,281.05643,249.45963
2555,35-39,Male,75,"1,6,10,1,7,11,8,13,1,6,10,1,21,6,10,1,13,2,4,1,5,3,2,1,2,6,26,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,9",0,266850,273.05148,303.62389
2576,40-44,Male,0,9,0,25291,223.5432,229.87193
2577,16-19,Female,53,"2,6,10,17,7,11,8,7,8,14,1,13,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,4,2,1,5,3,4,1,5,3,1,4,1,5,3,9",1,135467,267.00004,228.39099
2580,60-65,Male,0,9,0,35134,236.43715,232.53453
2582,16-19,Female,23,"2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,53799,243.15973,173.72795
2584,35-39,Female,1,"1,9",0,30298,183.88099,164.318
2589,55-59,Female,4,"2,9",0,71849,249.56867,265.56371
2591,40-44,Female,37,"2,1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,4,1,5,3,2,4,1,5,3,9",1,121877,350.17114,372.40118
2603,30-34,Female,21,"4,1,5,3,1,4,1,5,3,1,2,1,2,4,1,5,3,1,2,4,2,1,5,3,1,9",0,86412,256.6803,216.49389
2609,35-39,Female,56,"2,12,1,12,1,6,12,6,10,1,14,7,11,8,13,1,6,10,1,14,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,275030,336.69855,335.08202
2614,45-49,Male,79,"6,10,7,11,8,14,1,14,6,10,1,14,6,27,1,15,16,15,16,1,6,1,6,10,1,13,6,10,14,2,4,2,1,5,3,2,1,6,10,7,11,8,1,13,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,289552,260.03486,243.61665
2616,60-65,Male,0,9,0,56245,214.73115,213.76918
2618,16-19,Female,35,"2,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,102119,224.31139,169.72495
2622,20-24,Female,42,"1,6,10,7,11,8,14,1,13,6,10,17,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,154716,229.75031,175.5493
2623,45-49,Male,21,"4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,112325,208.42364,186.68823
2624,30-34,Female,5,"1,2,1,9,22,9",0,44426,228.02792,183.36879
2625,50-54,Male,31,"6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,151083,365.23272,361.92782
2630,35-39,Male,46,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,6,1,6,10,7,11,8,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,146009,345.09733,305.37965
2638,40-44,Female,38,"1,6,10,1,7,11,8,13,1,2,4,1,5,3,2,4,2,1,4,2,1,4,2,4,2,1,5,3,2,4,1,5,3,9",1,98153,346.26541,368.41758
2639,60-65,Male,13,"2,4,1,6,10,14,4,2,1,5,3,1,9",0,239338,253.92839,234.51404
2646,50-54,Female,34,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,4,1,5,3,4,1,5,3,1,9",1,110984,337.53581,329.4144
2652,20-24,Female,50,"1,6,1,12,19,1,2,12,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,6,10,1,7,11,8,13,4,1,5,3,4,1,5,3,9",1,300273,268.50344,238.77248
2655,20-24,Male,30,"12,6,10,17,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,120995,261.98061,250.05702
2656,35-39,Female,33,"2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,9",1,175155,297.9422,252.27475
2661,30-34,Male,17,"2,1,4,2,1,5,3,4,1,5,3,4,1,5,3,9",0,85528,200.69711,234.38483
2662,20-24,Male,60,"6,1,6,10,1,7,11,8,13,1,6,10,7,11,8,13,1,2,4,2,1,4,1,5,3,2,4,2,1,2,4,2,1,5,3,2,4,2,1,4,1,5,3,2,4,2,4,2,1,5,3,4,1,5,3,9",1,193466,335.49283,286.74934
2671,55-59,Male,40,"2,1,4,2,1,5,3,2,1,2,12,2,9,22,12,1,12,19,4,1,5,3,1,4,1,5,3,2,4,1,5,3,2,9",0,374392,300.6821,324.88583
2681,20-24,Male,32,"12,19,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,83562,339.62769,305.3284
2691,20-24,Female,62,"12,14,20,1,2,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,6,10,1,7,11,8,13,1,4,2,1,5,3,4,1,5,3,1,9",1,224271,378.23832,362.88421
2696,25-29,Male,38,"12,14,6,10,7,11,8,14,1,13,2,4,1,5,3,2,6,10,7,11,8,1,13,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,149201,291.57405,273.27224
2702,45-49,Female,0,9,0,13329,260.92021,259.19233
2703,50-54,Female,0,9,0,26852,221.24314,239.61816
2711,30-34,Male,59,"6,10,7,11,8,14,1,13,6,10,7,11,8,7,29,8,1,13,2,4,2,1,5,3,2,4,2,1,4,2,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,4,1,5,3,1,9",1,202092,261.16173,248.96831
2712,16-19,Male,83,"2,1,12,1,4,2,1,5,3,2,4,2,1,5,3,2,12,1,2,12,1,2,1,2,4,2,1,5,3,2,4,1,5,3,6,10,7,11,8,14,1,13,1,2,4,1,5,3,2,4,1,5,3,2,1,2,4,1,5,3,1,4,2,1,2,4,2,1,5,3,4,1,5,3,2,9",1,215449,285.00902,260.45616
2713,60-65,Male,13,"4,2,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,9",0,109070,247.2629,227.2215
2714,60-65,Male,5,"4,1,5,3,1,9",0,22967,280.44182,260.56081
2718,45-49,Male,9,"1,2,6,10,1,14,9",0,68293,227.56431,199.22156
2721,25-29,Male,27,"1,4,1,4,1,5,3,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,9",0,92962,263.28841,237.36613
2723,45-49,Male,67,"1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,6,10,1,7,11,28,24,23,17,28,24,23,17,8,13,6,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,6,9",1,232830,311.17248,300.29768
2728,20-24,Male,4,"2,9",0,58586,232.19448,223.00091
2737,45-49,Male,28,"2,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,289261,280.97666,299.79518
2739,40-44,Female,5,"9,22,9,22,20,1,2,9",0,163563,171.88246,168.59275
2744,30-34,Female,0,9,0,37166,174.7537,148.01451
2754,20-24,Female,4,"1,12,19,9",0,117767,267.02229,234.49952
2757,40-44,Female,12,"1,2,1,4,2,1,2,1,2,1,9",0,228053,233.49823,223.39315
2761,25-29,Male,53,"2,1,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,1,15,16,1,6,10,7,11,8,14,1,13,1,2,12,1,3,2,12,1,3,2,12,1,3,1,9",1,298738,282.50979,244.96886
2762,40-44,Male,38,"6,10,7,11,8,14,1,13,1,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,9",1,214370,335.45647,327.99894
2763,45-49,Male,50,"1,2,1,6,1,6,10,17,1,17,7,11,8,14,1,13,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,144090,270.46459,294.15177
2775,30-34,Male,22,"4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,4,1,5,3,9",0,106004,254.18425,312.90896
2778,50-54,Female,45,"4,1,5,3,2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,9",1,170948,322.77658,319.29162
2780,45-49,Male,15,"4,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,9",0,46737,270.37143,225.78641
2782,30-34,Female,1,"1,9",0,11628,290.15403,281.15871
2783,40-44,Female,39,"6,10,17,7,8,14,1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,144988,307.95245,308.40262
2787,30-34,Female,2,"12,1,9",0,34011,200.91359,189.682
2789,30-34,Female,18,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,9",0,115614,283.19131,251.29621
2791,55-59,Female,39,"12,1,15,1,16,18,6,10,7,11,8,14,1,13,2,1,4,2,1,5,3,2,1,4,1,5,3,2,1,4,1,5,3,2,1,9",1,297479,281.56586,240.26686
2792,16-19,Male,0,9,0,43980,226.70125,226.13955
2795,35-39,Female,29,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,110458,315.3837,259.20533
2804,40-44,Male,30,"6,10,1,7,8,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,137935,302.48033,296.04045
2811,20-24,Female,42,"6,10,7,11,8,14,1,13,2,4,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,9",1,167755,277.64124,226.44689
2812,60-65,Female,3,"2,1,20,1,9",0,190148,210.61994,140.85441
2822,25-29,Male,120,"1,12,6,1,6,10,1,7,8,14,1,6,10,7,11,28,30,23,17,8,1,13,1,2,1,6,10,1,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,1,4,1,5,3,1,6,10,1,21,1,6,10,1,14,1,14,1,13,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,10,1,21,9",0,264144,358.91637,346.02612
2823,20-24,Male,29,"12,1,3,1,15,17,1,16,1,2,20,12,18,9",0,150669,269.13662,282.09161
2838,40-44,Male,47,"6,10,7,11,8,14,1,14,1,14,1,13,2,4,2,1,5,3,2,6,10,1,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,154462,324.52373,338.13753
2841,55-59,Male,38,"6,10,1,7,28,24,23,17,28,24,23,17,8,13,2,4,2,1,5,3,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,9",1,106253,320.63985,314.8673
2842,20-24,Male,33,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9,22,2,9",1,105584,319.21642,327.41408
2846,45-49,Female,22,"2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,1,2,9",0,82014,247.10959,213.92117
2847,55-59,Male,16,"12,1,3,2,1,9",0,63293,203.25697,135.15684
2848,50-54,Female,20,"12,1,14,2,6,27,7,8,7,8,2,12,1,4,1,5,3,1,9",0,200735,242.8834,221.71749
2850,55-59,Male,114,"1,6,10,7,11,8,1,13,2,6,10,7,11,8,1,14,1,14,2,4,1,5,3,2,1,2,1,6,1,6,1,6,10,1,13,1,2,1,2,4,2,1,5,3,2,4,1,5,3,1,2,1,12,6,10,1,21,6,10,7,11,8,1,13,2,4,1,5,3,1,6,10,7,11,8,1,13,4,1,5,3,9",1,444087,332.80153,307.16713
2855,35-39,Male,40,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,152752,302.13022,271.85376
2860,60-65,Male,2,"1,9",0,14804,263.69455,262.30373
2863,50-54,Male,39,"1,2,6,10,1,7,11,8,13,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,4,1,5,3,2,4,1,5,3,9",1,159393,277.25765,275.3462
2867,20-24,Female,66,"2,1,2,1,6,1,6,10,7,11,8,14,1,13,6,10,1,7,11,8,23,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,4,2,1,2,4,1,5,3,2,4,1,5,3,9",1,269988,255.60402,257.4412
2870,50-54,Female,79,"2,6,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,1,4,1,5,3,1,4,1,5,3,1,2,4,1,5,3,1,2,4,2,4,1,5,3,2,4,1,5,3,1,9,7,8",0,195967,238.65438,267.74297
2876,40-44,Male,11,"2,6,10,7,11,8,14,1,13,9",0,93279,272.8267,243.86354
2877,30-34,Female,26,"4,1,5,3,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,2,9",0,104377,204.12395,161.11894
2878,45-49,Female,47,"1,12,19,1,12,1,2,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,6,10,1,14,1,14,9",0,232622,313.21558,301.73056
2885,20-24,Male,39,"6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,2,4,2,1,5,3,2,4,1,5,3,1,9",1,134244,341.0357,329.20704
2892,30-34,Male,29,"1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,97642,307.88384,311.2013
2903,16-19,Female,31,"1,2,4,1,5,3,1,2,4,1,5,3,4,1,5,3,1,2,4,1,5,3,4,1,5,3,1,9",0,60265,219.25493,184.64112
2907,50-54,Female,67,"6,1,15,6,27,1,16,1,12,19,12,1,18,1,15,1,16,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,6,27,9",0,250558,306.54544,327.25663
2908,16-19,Female,52,"2,6,10,7,8,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,6,24,1,6,30,1,2,4,1,5,3,9",1,170952,272.01834,226.31899
2909,16-19,Male,25,"2,4,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,4,2,1,5,3,2,4,1,5,3,9",0,46676,189.08538,187.63156
2915,60-65,Male,20,"2,1,17,1,9,22,1,6,9",0,198961,187.96249,215.47745
2918,45-49,Male,56,"4,1,5,3,2,4,1,5,3,2,4,1,4,2,1,5,3,1,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,4,1,5,3,1,4,1,5,3,1,4,1,5,3,1,2,12,9",0,201890,289.00688,253.04824
2930,25-29,Male,55,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,1,5,3,2,4,2,1,5,3,1,4,1,5,3,1,2,4,1,5,3,1,2,1,2,1,2,4,1,5,3,9",1,155198,277.0427,222.96568
2932,30-34,Male,37,"12,14,6,10,7,8,1,7,11,8,17,7,11,8,13,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,128028,311.26969,287.99846
2934,60-65,Female,130,"1,2,15,16,1,2,4,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,12,19,1,6,10,1,14,12,7,8,7,8,12,19,7,8,7,8,7,8,2,4,1,5,3,1,6,10,7,11,8,13,2,4,1,5,3,1,2,4,1,5,3,1,2,1,2,4,1,5,3,1,9",1,592048,281.2169,212.40854
2935,16-19,Male,9,"2,12,7,11,8,25,18,9",0,63671,199.86221,188.35358
2939,45-49,Male,0,9,0,6138,200.27919,207.99509
2940,50-54,Male,35,"2,6,10,7,11,8,14,1,13,1,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,1,6,9",1,170013,313.05201,326.56454
2941,25-29,Male,1,"12,9",0,27542,243.34109,239.07364
2943,16-19,Female,19,"2,4,2,1,12,9,22,12,7,8,12,7,8,12,14,1,9",0,53855,276.23829,212.96015
2948,30-34,Male,39,"6,10,7,8,1,7,11,8,13,6,10,7,11,8,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,94963,318.93578,318.51792
2949,50-54,Female,42,"1,2,1,6,10,7,8,7,11,8,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,9",1,203612,298.84685,317.70454
2952,20-24,Female,18,"4,1,5,3,4,1,5,3,4,1,5,3,1,4,1,5,3,1,4,1,5,3,1,9",0,84584,308.85285,278.022
2956,45-49,Female,45,"6,10,7,11,8,14,1,13,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,9",1,215782,283.57626,246.57286
2966,30-34,Female,29,"2,6,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,97929,327.36161,304.06964
2967,50-54,Male,33,"1,6,10,1,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,117003,311.99158,297.66614
2969,20-24,Male,38,"12,14,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,4,2,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,128587,321.45287,293.82638
2979,40-44,Female,37,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,4,1,5,3,2,4,1,5,3,1,2,9",1,137517,313.58049,308.70322
2981,40-44,Male,28,"4,1,5,3,2,12,14,1,2,4,1,5,3,2,32,4,2,32,9",0,149698,289.42933,256.6944
2985,20-24,Male,17,"4,1,5,3,4,2,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,9,22,18,9",0,27108,234.84569,199.91604
2986,50-54,Male,59,"12,14,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,9",1,239777,287.17994,313.12151
2988,60-65,Male,47,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,294823,347.98178,293.83598
2991,35-39,Female,27,"12,14,12,6,10,7,11,8,14,1,13,4,1,5,3,4,2,4,1,5,3,2,4,1,5,3,9",1,217424,282.56363,255.97431
2992,30-34,Male,26,"12,14,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,131285,302.31343,293.69981
3000,45-49,Male,35,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,181551,282.13735,274.32792
3001,25-29,Male,42,"6,10,1,7,11,8,13,2,4,1,5,3,2,1,6,1,6,10,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,122036,330.92052,292.4844
3005,45-49,Female,30,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,175926,259.65933,208.17183
3007,35-39,Female,48,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,6,10,7,11,8,1,13,1,6,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,2,9",1,174789,335.48887,337.45575
3010,30-34,Female,23,"2,1,6,12,1,12,1,12,6,10,6,12,9",0,228265,193.42965,173.771
3011,55-59,Female,50,"15,16,6,10,1,7,11,8,13,6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",0,208247,318.44159,262.78771
3015,45-49,Female,4,"1,6,9",0,101944,176.76301,168.7646
3019,20-24,Male,17,"4,2,1,5,3,4,1,5,3,4,2,1,5,3,4,1,5,3,4,1,5,3,9",0,109875,205.00378,178.6633
3021,55-59,Male,2,"15,16,9",0,63793,299.11827,266.10216
3030,20-24,Male,37,"12,19,6,10,7,11,8,14,1,13,6,10,7,11,8,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,97777,267.95119,318.06547
3032,55-59,Male,72,"1,12,1,6,10,1,7,11,8,13,2,4,2,1,5,3,1,2,1,6,10,1,7,8,7,29,8,7,11,8,13,2,4,2,1,5,3,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,290028,318.17825,295.68451
3038,45-49,Male,62,"1,2,20,2,12,1,3,2,12,1,3,2,12,1,3,2,4,2,1,5,3,2,4,1,5,3,1,6,10,1,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,12,1,3,9",1,328546,299.22065,286.11783
3041,45-49,Female,63,"2,15,16,6,10,1,15,16,7,11,8,13,1,6,1,6,1,6,10,1,21,1,6,10,1,13,1,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,246226,291.57928,287.64718
3042,30-34,Male,50,"15,16,2,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,4,1,5,3,2,4,2,1,5,3,2,4,1,4,1,5,3,2,4,1,5,3,1,9",1,123617,326.43514,258.94339
3047,35-39,Male,40,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,6,10,7,11,8,15,1,13,1,16,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,147031,281.7176,267.73774
3059,25-29,Male,31,"1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,90617,244.53355,266.60017
3065,16-19,Female,0,9,0,44570,262.18806,245.40611
3067,50-54,Female,5,"1,2,1,12,9",0,61733,279.17115,258.93038
3068,30-34,Female,9,"2,1,2,9",0,95942,263.76069,212.4524
3074,25-29,Female,0,9,0,38408,297.04408,263.80001
3075,25-29,Female,27,"2,6,1,2,4,2,9",0,113909,238.99994,172.48687
3076,40-44,Female,8,"1,9",0,54200,281.25547,261.26136
3078,30-34,Male,65,"4,2,1,5,3,2,4,1,5,3,4,2,4,2,1,5,3,2,1,2,1,2,1,2,1,2,1,2,4,2,4,2,1,2,1,2,1,2,1,2,1,2,15,2,9",0,233780,145.23015,159.1219
3079,35-39,Female,44,"1,15,16,12,6,10,7,11,8,15,14,1,13,16,2,4,2,1,5,3,2,4,2,1,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,148092,322.42637,326.34425
3081,20-24,Male,43,"12,15,16,14,6,10,7,11,8,1,13,6,10,1,7,11,8,23,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,186977,344.28405,321.44113
3086,60-65,Female,41,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,6,10,7,11,8,13,2,4,2,1,5,3,4,1,5,3,9",1,227500,312.42454,301.95243
3087,20-24,Male,45,"12,14,6,2,18,6,10,7,11,8,7,8,14,1,13,6,10,14,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,111471,355.49065,372.2507
3088,30-34,Male,36,"1,6,10,7,8,14,1,6,10,7,11,8,7,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,9",1,155533,356.68168,378.08052
3089,35-39,Female,57,"2,1,6,10,7,11,8,14,15,1,13,1,16,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,2,4,1,5,3,1,2,9",1,264285,360.08483,334.45398
3097,50-54,Male,0,9,0,9921,221.19402,257.36435
3104,55-59,Male,17,"4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,99473,223.83952,179.49633
3112,25-29,Male,31,"33,6,10,7,6,10,7,11,8,14,8,1,13,1,13,2,12,1,3,2,12,1,3,2,12,1,3,9",1,96217,328.48241,280.20606
3114,50-54,Male,47,"2,4,2,1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,168949,308.75107,289.03192
3122,20-24,Female,26,"12,4,2,1,5,3,4,2,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,89205,270.59536,244.47502
